imdb_id,title,original_title,overview,poster_link
tt6265828,A Ghost Story,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_SX300.jpg
tt3567666,Stratton,Stratton,A British Special Boat Service commando tracks down an international terrorist cell.,https://m.media-amazon.com/images/M/MV5BYzk4MzRkMmUtZjIzYi00YzBhLWIyMjctMWM4ZWMwMWE0OTk4XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg
tt3722614,Revolt,Revolt,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",https://m.media-amazon.com/images/M/MV5BMjAyNjA5MTU5N15BMl5BanBnXkFtZTgwMTQ2NjE2MzI@._V1_SX300.jpg
tt5666304,The Little Hours,The Little Hours,A young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns in the middle ages.,https://m.media-amazon.com/images/M/MV5BMzAzOTQ2NTg1OF5BMl5BanBnXkFtZTgwNTUyNzUzMjI@._V1_SX300.jpg
tt5897636,Summer 1993,Estiu 1993,"After her mother's death, six-year-old Frida is sent to her uncle's family to live with them in the countryside. But Frida finds it hard to forget her mother and adapt to her new life.",https://m.media-amazon.com/images/M/MV5BMmIxNGFhYzQtYjYxOS00OTc2LTg5N2MtYjVlZGY3NWJlYTVjXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg
tt3481634,Inconceivable,Inconceivable,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.",https://m.media-amazon.com/images/M/MV5BNWM0ODdkNTYtNjAwNS00OTE1LTlhMWMtOGE5OThjM2MzMzAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg
tt1935897,Amityville: The Awakening,Amityville: The Awakening,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother Joan in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur in the house including the miraculous recovery of her brother, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house.",https://m.media-amazon.com/images/M/MV5BMjQwOTI3Nzk5OV5BMl5BanBnXkFtZTgwMzY3NDMyODE@._V1_SX300.jpg
tt4481514,The House,The House,"When Scott and Kate Johansen‚ daughter gets into the college of her dreams it‚ cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn‚at come through, and they‚are now on the hook for tuition they can‚at begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",https://m.media-amazon.com/images/M/MV5BMTc0NDYwNzU2M15BMl5BanBnXkFtZTgwOTUxNDg0MTI@._V1_SX300.jpg
tt1935194,Overdrive,Overdrive,"Master car thieves square off against French gangsters in the South of France with money, women and lives all on the line.",https://m.media-amazon.com/images/M/MV5BMDExMTAzYmEtZjMwOC00MjIxLTkyNjMtOTZjOWIwMTI0YTc0XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg
tt1131724,2:22,2:22,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",https://m.media-amazon.com/images/M/MV5BNDQyMTUyMDExNl5BMl5BanBnXkFtZTgwODkxODEyMjI@._V1_SX300.jpg
tt7078926,Firebase,Firebase,"Set during the Vietnam war, Firebase follows American soldier Hines through an ever-deepening web of science fiction madness.",https://m.media-amazon.com/images/M/MV5BN2IzYWQ4OWMtYjJlMC00NzQzLTk1ZWQtYjFjM2IwY2FkNmJlXkEyXkFqcGdeQXVyNzMxNzkwNzM@._V1_SX300.jpg
tt4998772,Bedeviled,Bedeviled,"A group of friends download a Siri-like App which, at first, seems like a harmless way to get directions or a restaurant recommendation. But the sinister nature of the App soon reveals itself. The App not only knows each person‚ deepest, darkest fears, but is able to manifest these fears into the real world to literally scare the kids to death.",https://m.media-amazon.com/images/M/MV5BNzU3OGQ5YmMtODc4Zi00ODgzLWFhNmQtODVhYzE2YjUzZWRkXkEyXkFqcGdeQXVyNjg2NzEwNTc@._V1_SX300.jpg
tt3890160,Baby Driver,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg
tt5943940,Abduction,Abduction,"A horror comedy spoofing conspiracy theory moves, girl victim films, and Alien Grey abduction movies.  Melissa rescues a young woman from a mental hospital where no-one believes she is a victim of abduction by aliens. She and a colleague try to prevent the aliens from taking her but a government agent seems to be hot on her trail, and the Alien Greys and their powerful leader, The Hive Queen have no intention of being stopped. An outrageous mix of graphic horror and dark twisted humor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzFiMjUxZmUtZDdkNi00ZDYxLWE2NzEtMDg1NGE3YTVmMGI2XkEyXkFqcGdeQXVyMjQyNzUwMTU@._V1_SX300.jpg
tt7068896,Chris D'Elia: Man on Fire,Chris D'Elia: Man on Fire,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",https://m.media-amazon.com/images/M/MV5BMDE3Y2RkZjMtNGYwNC00NjI5LWJkNzUtNjZlYmYyMmFhMTJlXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg
tt5882970,Tubelight,Tubelight,"Laxman Singh Bisht (Salman) is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",https://m.media-amazon.com/images/M/MV5BMjExNjc1NDE3M15BMl5BanBnXkFtZTgwNDA2NzM0MjI@._V1_SX300.jpg
tt5462602,The Big Sick,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",https://m.media-amazon.com/images/M/MV5BZWM4YzZjOTEtZmU5ZS00ZTRkLWFiNjAtZTEwNzIzMDM5MjdmXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg
tt5592248,The Beguiled,The Beguiled,"During the Civil War, at a Southern girls‚a boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",https://m.media-amazon.com/images/M/MV5BMTg5NjY3NDYxMl5BMl5BanBnXkFtZTgwMjI5ODgyMjI@._V1_SX300.jpg
tt4334266,The Bad Batch,The Bad Batch,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don‚at play with your food.",https://m.media-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg
tt4876952,Ripped,Ripped,"Two free-spirited stoners find themselves catapulted into 2016 after smoking some top secret pot created by the CIA in 1986. With 30 years of their lives lost, these now balding and overweight friends use their uncomplicated enthusiasm to get their lives back on track and figure out the modern world.",https://m.media-amazon.com/images/M/MV5BMTY2NzkzMTY3NF5BMl5BanBnXkFtZTgwODU1NDA0MjI@._V1_SX300.jpg
tt5153236,Hampstead,Hampstead,"Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets a local recluse, Donald Horner. For 17 years, Donald has lived‚wildly yet peacefully‚in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him‚as he is to her‚and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.",https://m.media-amazon.com/images/M/MV5BN2JkOWY2ZmEtMTI0OS00ODI5LWFlNzctMGMwYWQ3Yzc1YjM2XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg
tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",https://m.media-amazon.com/images/M/MV5BMTk3OTI3MDk4N15BMl5BanBnXkFtZTgwNDg2ODIyMjI@._V1_SX300.jpg
tt6194530,Ava,Ava,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight
 sooner than expected. Her mother decides to act as if everything were normal so as to spend
 their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that
 belongs to a young man on the run...",https://m.media-amazon.com/images/M/MV5BM2UyNzlkMjUtM2E1ZS00MTljLWJkMmEtODYzNGM1NmY5ODNiXkEyXkFqcGdeQXVyNjUyMzIyODA@._V1_SX300.jpg
tt7044010,Rory Scovel Tries Stand-Up for the First Time,Rory Scovel Tries Stand-Up for the First Time,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",https://m.media-amazon.com/images/M/MV5BZWUxM2FlNzktZTUzZC00YmU0LTg2MGItNzQxMGYwZTAzYWFiXkEyXkFqcGdeQXVyNzc2ODcwNzA@._V1_SX300.jpg
tt5539054,You Get Me,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",https://m.media-amazon.com/images/M/MV5BMjI5ODUxNjE5NV5BMl5BanBnXkFtZTgwNDgyOTc2MjI@._V1_SX300.jpg
tt4572792,The Book of Henry,The Book of Henry,"Naomi Watts stars as Susan, a single mother of two, working as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands in this imaginative and emotional drama.",https://m.media-amazon.com/images/M/MV5BMjQ3MjI4OTU1Ml5BMl5BanBnXkFtZTgwMTgwODcyMjI@._V1_SX300.jpg
tt6267732,Lou,Lou,A Pixar short about a lost-and-found box and the unseen monster within.,https://m.media-amazon.com/images/M/MV5BOTMwMTQ2NTgtNjliNS00OTY2LWFmYjctM2Y2NTkwYTI5MmFlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
tt4799050,Rough Night,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",https://m.media-amazon.com/images/M/MV5BODY1NDUzNzY4MV5BMl5BanBnXkFtZTgwNzc3NzcyMjI@._V1_SX300.jpg
tt4511200,Manifesto,Manifesto,"Manifesto draws on the writings of Futurists, Dadaists, Fluxus artists, Suprematists, Situationists, Dogma 95 and other artist groups, and the musings of individual artists, architects, dancers and filmmakers, editing and reassembling them as a collage of artists‚a manifestos, ultimately questioning the role of the artist in society today. Performing these ‚aònew manifestos‚a while inhabiting thirteen different personas ‚ among them a school teacher, a puppeteer, a newsreader, a factory worker and a homeless man ‚ Cate Blanchett imbues new dramatic life into these famous words in unexpected contexts. A feature film version of this art installation will premiere at the 2017 Sundance Film Festival.",https://m.media-amazon.com/images/M/MV5BNjU5MzA4YjMtOGQ4NS00MjAzLWEyOTUtMGQ0OTE5MjgxY2JmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
tt3469046,Despicable Me 3,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,https://m.media-amazon.com/images/M/MV5BNjUyNzQ2MTg3Ml5BMl5BanBnXkFtZTgwNzE4NDM3MTI@._V1_SX300.jpg
tt3606752,Cars 3,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing‚ biggest stage!",https://m.media-amazon.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_SX300.jpg
tt2932536,47 Meters Down,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",https://m.media-amazon.com/images/M/MV5BYTcyMDRiNDQtODRkMy00YjU0LWEwYTEtMzk3NzIzODYzMjU2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg
tt6990734,Rakka,Rakka,"""Rakka"" is the story of broken humanity following the invasion of a technologically superior alien species. Bleak harrowing and unrelenting, the humans we meet must find enough courage to go on fighting.",https://m.media-amazon.com/images/M/MV5BZTRlZjRhMDItMjhlMi00MDNmLTg2OTgtZjliNWFhMDEwM2VhXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg
tt0339736,The Evil Within,The Evil Within,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",https://m.media-amazon.com/images/M/MV5BMDQ5OTkwYzYtMGJmMS00YzU4LWEyMWMtNDQ2ZDIyN2MyYWFlXkEyXkFqcGdeQXVyMzAxMTA2Ng@@._V1_SX300.jpg
tt6987652,"Oh, Hello: On Broadway","Oh, Hello: On Broadway","Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",https://m.media-amazon.com/images/M/MV5BZmQ3YmM0NGMtYmRmNi00ZWY4LTk5MGYtYzUyODA4ODBlODE3XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg
tt4717402,Mutafukaz,Mutafukaz,"Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?",https://m.media-amazon.com/images/M/MV5BOTc3MTVjMDEtZDk4Zi00M2I2LTk4YzctZTkxNjVhNDI0OGRlXkEyXkFqcGdeQXVyNDA5NDYyNDY@._V1_SX300.jpg
tt5610626,Dragonheart: Battle for the Heartfire,Dragonheart: Battle for the Heartfire,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon‚ unique strengths, use their inherited powers against each other to vie for the throne. When Drago‚ source of power ‚ known as the Heartfire ‚ is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",https://m.media-amazon.com/images/M/MV5BMTgyODc5MGMtYTI4MS00ZTM2LTk0ODYtODQ2ZjIxNTM5MDBmXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg
tt6840134,The Putin Interviews,The Putin Interviews,"Academy Award-winning filmmaker, Oliver Stone interviews Russia's  President Vladimir Putin about divisive issues related to US/Russia relations.",https://m.media-amazon.com/images/M/MV5BOGYxMzkxZDctM2NiOC00ZTE5LTkyNmQtZWVmOGM2YThmZDAzXkEyXkFqcGdeQXVyNDI1NzgwMTc@._V1_SX300.jpg
tt1666185,All Eyez on Me,All Eyez on Me,"All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.",https://m.media-amazon.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_SX300.jpg
